shipment_id,carrier,origin_port,destination_port,transport_mode,status,goods_category,currency,created_date,eta_date,transit_hours,distance_km,weight_kg,volume_m3,value_usd,freight_cost_usd,num_containers,num_stops,delay_hours,risk_score,weather_severity,port_congestion,temperature_c,priority_level,insurance_required
SHP-103301525,COSCO,Singapore,New_York,sea,On_Schedule,Textiles,USD,2022-11-14,2022-12-09,608.1,10987.5,908.2,2.02,18558.39,467.69,4,4,0.0,0.1466,0.1445,0.0903,13.0,4,True
SHP-104849101,UPS,Port_Klang,Valencia,sea,At_Port,Textiles,GBP,2022-06-16,2022-07-12,643.0,1483.1,876.0,2.41,5514.52,334.14,8,3,0.0,0.2689,0.2341,0.2575,,1,False
SHP-104021339,ONE,Dubai,Houston,rail,On_Schedule,Automotive,CNY,2022-06-27,2022-07-03,167.5,3962.9,1658.1,2.17,171350.86,2020.2,8,4,0.0,0.1217,0.5589,0.2878,,3,False
SHP-102095495,DHL,Chennai,Los_Angeles,sea,On_Schedule,Raw_Materials,AED,2023-02-08,2023-03-04,593.0,8364.4,1413.1,2.79,48655.37,3742.96,5,1,0.0,0.3847,0.136,0.1209,,3,True
SHP-103247126,COSCO,Tanjung_Pelepas,Barcelona,air,Customs_Hold,Electronics,EUR,2022-04-03,2022-04-04,32.7,4446.1,1480.5,2.73,928271.03,9049.5,5,2,0.0,0.5735,0.2419,0.1508,-11.4,3,True
SHP-104916206,ZIM,Colombo,Sydney,sea,On_Schedule,Perishables,AED,2024-09-03,2024-09-09,164.5,11268.2,29354.3,74.83,149998.47,8799.32,7,0,0.0,0.1387,0.3054,0.1388,,4,True
SHP-103391475,Yang_Ming,Felixstowe,Barcelona,sea,On_Schedule,Raw_Materials,AED,2022-05-19,2022-06-12,593.4,3752.1,8635.2,15.51,3542.53,266.74,22,4,0.0,0.2374,0.1062,0.7701,24.7,1,True
SHP-100286297,ONE,Colombo,New_York,sea,In_Transit,Machinery,SGD,2023-11-03,2023-11-21,449.9,10368.8,82.6,0.13,4982.09,305.43,21,2,0.0,0.4057,0.0872,0.5349,,4,False
SHP-104225328,HMM,Sydney,Genoa,sea,On_Schedule,Raw_Materials,CNY,2023-07-24,2023-08-07,359.2,4048.0,1035.3,2.45,47964.65,493.54,19,0,0.0,0.2664,0.3904,0.5732,,3,True
SHP-101007254,Maersk,Mundra,Los_Angeles,sea,On_Schedule,Machinery,GBP,2024-07-17,2024-07-30,317.3,7573.0,4886.7,6.56,155302.75,10186.06,1,2,0.0,0.1333,0.198,0.1081,,1,True
SHP-102665999,UPS,Singapore,Rotterdam,air,Delivered,Pharmaceuticals,CNY,2022-05-03,2022-05-05,57.7,549.5,2568.3,3.61,182932.39,3784.73,14,1,9.6,0.1668,0.1295,0.3747,-9.9,1,True
SHP-102216757,DB_Schenker,Guangzhou,Houston,sea,On_Schedule,Electronics,USD,2023-02-10,2023-02-28,434.9,15364.8,1383.1,2.43,8206.77,87.64,11,1,0.0,0.5745,0.2142,0.301,,2,True
SHP-101435567,CMA_CGM,Tanjung_Pelepas,Le_Havre,sea,On_Schedule,Textiles,SGD,2023-10-12,2023-11-05,593.7,6765.6,5043.5,11.59,19140.8,941.67,19,0,0.0,0.6913,0.047,0.3421,,1,False
SHP-103386581,FedEx,Hamburg,Baltimore,road,On_Schedule,Electronics,AED,2022-03-03,2022-03-12,231.6,7630.9,3289.1,9.76,298452.45,17797.4,3,1,0.0,0.3813,0.1727,0.0792,,4,False
SHP-101176267,ONE,Antwerp,Bremen,air,Delayed,Consumer_Goods,USD,2022-02-15,2022-02-16,26.8,3116.0,441.3,1.56,63605.12,2925.17,6,5,3.1,0.1076,0.1587,0.3782,,3,True
SHP-104124039,COSCO,Rotterdam,Valencia,sea,At_Port,Raw_Materials,CNY,2023-05-18,2023-06-04,429.8,21448.8,73.6,0.14,185825.53,4184.71,10,2,0.0,0.5091,0.0226,0.1096,-18.2,4,False
SHP-102668115,Hapag-Lloyd,Busan,Houston,road,Delayed,Food_Beverage,CNY,2024-03-14,2024-03-16,58.5,7925.7,323.3,0.55,240559.2,9094.23,22,4,29.1,0.5177,0.1351,0.2237,,1,True
SHP-103318436,Evergreen,Busan,New_York,sea,In_Transit,Consumer_Goods,USD,2022-11-14,2022-11-27,314.6,19733.9,801.4,1.75,6664.85,467.35,14,0,0.0,0.7403,0.0114,0.1295,,1,False
SHP-100636034,Maersk,Melbourne,Rotterdam,air,On_Schedule,Consumer_Goods,CNY,2024-08-24,2024-08-25,24.1,9556.3,3215.1,5.72,46448.72,3474.25,4,2,0.0,0.2484,0.0788,0.0585,,1,True
SHP-104749886,Evergreen,Jebel_Ali,Valencia,rail,Critical_Delay,Machinery,EUR,2024-04-16,2024-04-20,98.3,6084.8,33.6,0.08,134706.91,7397.03,14,4,30.1,0.2287,0.4541,0.2662,-19.2,1,False
SHP-102754075,HMM,Jebel_Ali,Barcelona,sea,On_Schedule,Consumer_Goods,AED,2022-05-26,2022-06-24,719.5,1783.0,188.8,0.25,377413.05,4075.85,1,5,0.0,0.0565,0.2718,0.4093,,4,True
SHP-104758877,ONE,Ningbo,New_York,sea,At_Port,Chemicals,GBP,2024-01-17,2024-02-13,661.8,8738.1,5203.8,13.02,182211.23,6027.39,3,5,0.0,0.3385,0.22,0.2121,,4,False
SHP-102176632,DHL,Sydney,Valencia,sea,On_Schedule,Machinery,EUR,2023-01-21,2023-01-25,117.1,8620.8,701.4,1.18,13654.69,303.15,23,2,0.0,0.1691,0.4629,0.0938,,1,False
SHP-102509796,COSCO,Tokyo,Sydney,sea,In_Transit,Textiles,USD,2023-08-31,2023-09-21,512.8,21345.3,13442.4,28.21,409874.84,19586.94,5,1,0.0,0.2205,0.1798,0.2399,-2.5,3,True
SHP-104891547,ONE,Colombo,Valencia,rail,In_Transit,Electronics,CNY,2022-09-09,2022-09-11,63.5,1466.5,5.3,0.01,675.79,16.03,1,5,0.0,0.0352,0.4588,0.0952,,3,True
SHP-103911104,ZIM,Chennai,Barcelona,air,In_Transit,Perishables,EUR,2024-04-17,2024-04-19,70.2,7071.6,38243.0,57.66,35887.45,1342.94,11,3,0.0,0.3135,0.0897,0.5503,2.1,2,False
SHP-100506976,DB_Schenker,Guangzhou,Genoa,sea,At_Port,Consumer_Goods,EUR,2024-12-08,2024-12-23,367.9,2179.4,1155.0,4.1,25613.1,379.38,9,2,0.0,0.3184,0.1497,0.4754,,4,True
SHP-103877778,MSC,Colombo,Savannah,road,Critical_Delay,Textiles,USD,2022-04-22,2022-04-28,165.9,6101.3,2361.6,3.95,161782.33,6768.29,5,3,23.5,0.1496,0.3763,0.1258,,4,True
SHP-102869259,Evergreen,Antwerp,Felixstowe,road,In_Transit,Raw_Materials,AED,2023-08-07,2023-08-15,211.5,5832.6,3998.5,6.6,91953.11,1400.22,18,1,0.0,0.0669,0.3333,0.423,,4,True
SHP-103835627,Evergreen,Antwerp,Mumbai,sea,Delayed,Automotive,EUR,2022-11-17,2022-11-26,219.8,14134.8,4359.2,5.62,1430396.23,60279.96,18,2,15.2,0.0152,0.2258,0.3549,,2,False
SHP-103759724,FedEx,Shanghai,Felixstowe,sea,Delayed,Perishables,EUR,2024-06-08,2024-07-05,649.4,21975.7,500000.0,830.57,125524.39,4192.48,5,4,4.2,0.4282,0.238,0.1173,,2,False
SHP-102361124,MSC,Hamburg,Dubai,sea,On_Schedule,Automotive,EUR,2023-01-17,2023-01-23,157.0,16335.0,658.8,1.23,542447.82,6073.22,17,5,0.0,0.1903,0.5522,0.3541,9.0,4,True
SHP-102572432,Kuehne_Nagel,Ningbo,Singapore,rail,At_Port,Raw_Materials,CNY,2023-12-25,2023-12-28,75.5,5523.0,621.6,1.12,2284.66,95.62,7,1,0.0,0.1251,0.1009,0.1921,-6.4,2,True
SHP-100313862,ZIM,Antwerp,Los_Angeles,sea,In_Transit,Pharmaceuticals,GBP,2024-08-29,2024-09-03,122.1,5339.6,758.6,2.24,5125.29,120.64,12,0,0.0,0.6646,0.2428,0.0801,,1,True
SHP-100156537,Yang_Ming,Hamburg,Baltimore,sea,On_Schedule,Raw_Materials,GBP,2024-01-13,2024-02-02,495.2,21532.3,1883.6,2.61,611580.93,19360.92,23,4,0.0,0.4657,0.2946,0.545,-19.7,4,False
SHP-104045274,ONE,Hamburg,Sydney,road,On_Schedule,Food_Beverage,USD,2024-06-26,2024-07-01,121.0,4679.0,855.9,1.56,4722.56,107.07,20,5,0.0,0.4201,0.1723,0.1605,,4,True
SHP-104042869,Hapag-Lloyd,Jebel_Ali,Singapore,sea,Customs_Hold,Food_Beverage,EUR,2022-03-07,2022-03-23,400.9,1784.9,9.8,0.02,6857.34,495.66,21,3,0.0,0.4701,0.1655,0.4835,-19.3,3,False
SHP-102517221,UPS,Felixstowe,Miami,sea,Critical_Delay,Machinery,CNY,2023-10-28,2023-11-01,106.6,8815.5,6855.4,13.06,1424.78,91.54,12,2,5.0,0.3796,0.0795,0.5181,4.0,2,True
SHP-101540890,Evergreen,Mumbai,Valencia,air,At_Port,Textiles,AED,2023-09-09,2023-09-11,69.4,772.8,3831.5,16.9,1712.72,78.76,10,3,0.0,0.145,0.049,0.1152,,4,False
SHP-100261041,Hapag-Lloyd,Antwerp,Savannah,rail,In_Transit,Food_Beverage,EUR,2023-07-31,2023-08-01,46.3,4536.2,7896.9,23.9,105455.51,3142.7,22,4,0.0,0.4002,0.1785,0.755,-1.5,1,True
SHP-100048693,HMM,Dubai,Miami,sea,On_Schedule,Electronics,GBP,2024-02-04,2024-02-23,468.9,3934.8,7331.2,22.44,2832063.74,137186.09,22,0,0.0,0.4693,0.332,0.2343,,4,True
SHP-102584116,Yang_Ming,Mundra,Barcelona,road,In_Transit,Raw_Materials,SGD,2022-02-05,2022-02-06,28.3,1453.4,5843.5,7.79,121049.96,701.75,19,0,0.0,0.2476,0.0995,0.6281,-14.6,2,False
SHP-104176059,Evergreen,Tokyo,Barcelona,sea,In_Transit,Pharmaceuticals,GBP,2022-12-17,2023-01-01,382.8,15636.6,1727.0,3.66,171097.59,7529.81,20,5,0.0,0.2442,0.0225,0.0985,,3,True
SHP-100510882,MSC,Jebel_Ali,Valencia,sea,On_Schedule,Textiles,GBP,2022-04-16,2022-05-10,598.4,19382.2,1366.4,2.49,1047416.42,63946.66,13,3,0.0,0.1371,0.1023,0.7532,,2,False
SHP-100568446,Hapag-Lloyd,Chennai,Mumbai,rail,On_Schedule,Machinery,CNY,2023-04-24,2023-04-27,83.0,266.7,8612.1,13.5,177709.14,8778.07,7,4,0.0,0.5395,0.3057,0.8259,1.9,1,True
SHP-101383427,Hapag-Lloyd,Chennai,Felixstowe,sea,In_Transit,Pharmaceuticals,AED,2022-05-01,2022-05-06,132.5,4875.8,360.0,0.8,295.95,4.23,11,0,0.0,0.3319,0.1126,0.3319,-14.5,4,False
SHP-103512520,CMA_CGM,Tokyo,Sydney,sea,In_Transit,Electronics,CNY,2023-10-13,2023-10-22,223.4,5249.4,23097.3,44.77,745645.98,36110.69,12,5,0.0,0.4147,0.0488,0.1055,-11.0,1,False
SHP-101517626,Evergreen,Hamburg,Piraeus,sea,Customs_Hold,Automotive,GBP,2024-09-21,2024-10-14,564.0,9893.8,19125.3,32.69,1152261.81,27644.47,5,0,0.0,0.4064,0.0332,0.4893,,2,True
SHP-103466891,ONE,Mumbai,Miami,air,On_Schedule,Electronics,GBP,2024-03-16,2024-03-18,62.9,9009.7,5946.1,15.09,1192.18,22.89,7,2,0.0,0.0869,0.0411,0.3579,,3,True
SHP-103674198,DHL,Tokyo,Bremen,sea,In_Transit,Textiles,SGD,2023-06-03,2023-06-30,665.6,8201.2,8936.7,12.23,164493.42,851.57,20,2,0.0,0.0449,0.4613,0.1829,,1,False
SHP-104361814,CMA_CGM,Port_Klang,Piraeus,sea,In_Transit,Consumer_Goods,EUR,2024-01-10,2024-01-31,504.4,5030.7,5860.1,14.87,38164.3,1355.07,12,4,0.0,0.3664,0.305,0.0856,,1,True
SHP-100245161,Yang_Ming,Ningbo,Savannah,sea,At_Port,Electronics,SGD,2023-12-20,2024-01-13,589.7,17083.4,52220.9,85.41,108936.31,5719.11,22,3,0.0,0.375,0.0722,0.3485,22.0,2,True
SHP-100449484,MSC,Mundra,Houston,sea,Customs_Hold,Automotive,SGD,2024-01-25,2024-02-04,241.4,10928.2,358.7,0.67,46992.94,842.12,3,2,0.0,0.4195,0.1999,0.4649,,1,False
SHP-104686409,Maersk,Chennai,New_York,sea,Critical_Delay,Pharmaceuticals,AED,2022-01-31,2022-02-12,306.1,18543.3,1941.7,3.37,31476.16,247.16,4,2,36.2,0.3316,0.2247,0.4309,,1,True
SHP-100772940,Yang_Ming,Antwerp,Felixstowe,sea,Delayed,Electronics,CNY,2022-02-16,2022-02-22,147.7,10856.1,7887.8,22.59,49945.43,2677.31,20,1,15.8,0.2588,0.1282,0.2714,,1,True
SHP-101407653,Yang_Ming,Port_Klang,Miami,sea,On_Schedule,Pharmaceuticals,GBP,2024-06-10,2024-07-07,668.3,3648.8,11949.1,20.47,44867.1,1411.62,12,5,0.0,0.106,0.5668,0.2549,,2,True
SHP-103211996,MSC,Singapore,Antwerp,sea,On_Schedule,Chemicals,AED,2024-12-23,2025-01-15,569.4,11753.0,4987.4,11.48,1492.11,72.83,24,2,0.0,0.0347,0.3171,0.1518,,2,True
SHP-104512592,ZIM,Shanghai,Houston,sea,Critical_Delay,Machinery,SGD,2022-06-21,2022-06-26,132.0,15742.3,2085.9,8.55,68413.77,4497.89,6,3,7.6,0.5172,0.0226,0.2402,,1,True
SHP-103005944,UPS,Melbourne,Antwerp,road,On_Schedule,Raw_Materials,USD,2022-12-27,2023-01-01,125.7,2616.7,233.0,0.38,77438.89,1312.36,24,4,0.0,0.2299,0.1219,0.5051,,4,True
SHP-104294196,Yang_Ming,Chennai,Miami,sea,At_Port,Textiles,CNY,2022-06-25,2022-07-09,350.8,11411.6,36054.4,114.38,13123.87,527.86,18,1,0.0,0.1645,0.2559,0.5088,,1,True
SHP-104020328,ONE,Tokyo,Houston,air,Delivered,Raw_Materials,GBP,2022-12-25,2022-12-25,12.2,3664.2,41.3,0.07,59260.29,3408.68,8,1,55.7,0.2706,0.1389,0.1731,,1,False
SHP-101747568,Kuehne_Nagel,Hamburg,Hamburg,sea,On_Schedule,Food_Beverage,EUR,2023-04-29,2023-05-25,629.9,19486.6,1425.5,2.9,6490.03,281.02,13,3,0.0,0.2357,0.2218,0.6785,26.6,3,True
SHP-104196179,HMM,Busan,Barcelona,sea,At_Port,Machinery,SGD,2023-05-18,2023-05-29,278.1,15351.7,2594.7,3.95,12781.41,886.71,16,0,0.0,0.5098,0.3772,0.1014,,4,False
SHP-104944572,Evergreen,Tokyo,Valencia,sea,In_Transit,Food_Beverage,CNY,2022-12-17,2023-01-12,627.7,4716.7,176.7,0.39,56922.05,3550.09,8,1,0.0,0.0667,0.6881,0.3952,-2.9,1,False
SHP-100144558,ZIM,Guangzhou,Savannah,sea,Delayed,Raw_Materials,GBP,2024-05-11,2024-06-09,700.2,8365.6,2186.4,4.01,19598.08,645.14,12,2,49.2,0.2303,0.5097,0.3278,,1,False
SHP-100777567,COSCO,Mumbai,Dubai,rail,On_Schedule,Perishables,AED,2024-07-10,2024-07-15,130.0,5861.2,207.7,0.28,41379.61,2360.84,23,0,0.0,0.1614,0.2601,0.1868,,4,True
SHP-101657419,FedEx,Guangzhou,Mumbai,sea,In_Transit,Raw_Materials,EUR,2022-03-07,2022-03-19,306.6,2416.7,7409.3,13.87,237979.32,5878.79,12,0,0.0,0.428,0.1095,0.1237,,2,True
SHP-103337963,DHL,Mumbai,Los_Angeles,road,On_Schedule,Textiles,CNY,2024-06-18,2024-06-27,226.6,7203.6,1534.4,2.06,1076.32,40.66,7,0,0.0,0.1015,0.1845,0.0951,,1,False
SHP-104634048,HMM,Mumbai,Hamburg,sea,Delivered,Pharmaceuticals,GBP,2022-08-09,2022-08-29,482.0,8602.2,2150.1,4.0,5715.56,171.99,7,0,13.4,0.2077,0.1632,0.0332,,3,False
SHP-103082789,COSCO,Shanghai,Sydney,sea,In_Transit,Machinery,USD,2022-06-09,2022-06-22,317.0,17052.2,2125.7,9.85,2613.89,186.49,4,0,0.0,0.387,0.1765,0.5107,,3,False
SHP-103084343,DB_Schenker,Melbourne,Savannah,rail,Customs_Hold,Food_Beverage,USD,2022-08-11,2022-08-16,137.5,3128.1,7118.2,26.87,30578.04,2431.01,24,5,0.0,0.1828,0.2293,0.4593,,1,False
SHP-101299389,DHL,Rotterdam,Piraeus,air,On_Schedule,Machinery,USD,2024-07-01,2024-07-01,16.0,783.8,13723.1,22.45,3119.35,249.35,7,5,0.0,0.1926,0.2721,0.2891,,2,True
SHP-104191180,Maersk,Sydney,Piraeus,sea,Customs_Hold,Automotive,GBP,2023-05-02,2023-05-14,297.7,9925.6,11179.6,32.22,3014.45,103.88,7,5,0.0,0.191,0.1719,0.3547,,1,False
SHP-100882704,DB_Schenker,Singapore,Valencia,rail,Delayed,Textiles,CNY,2024-10-02,2024-10-07,133.0,6411.7,1800.5,4.15,289206.85,10486.35,23,3,0.1,0.2068,0.1312,0.2771,,3,True
SHP-102607216,HMM,Shanghai,Los_Angeles,sea,In_Transit,Food_Beverage,SGD,2022-11-25,2022-12-09,344.0,17926.6,31274.5,99.84,5557930.74,153317.65,4,5,0.0,0.3644,0.4025,0.5028,16.8,4,True
SHP-101649493,DB_Schenker,Busan,Los_Angeles,air,Delivered,Electronics,SGD,2023-09-22,2023-09-24,69.0,2897.3,439.0,0.55,17056.11,201.34,8,2,22.7,0.4381,0.1088,0.7958,,3,False
SHP-101239992,HMM,Singapore,Bremen,sea,At_Port,Pharmaceuticals,SGD,2024-07-20,2024-08-13,577.7,12369.1,4015.6,19.18,2007686.22,17200.84,11,2,0.0,0.1979,0.4896,0.4432,-0.7,2,True
SHP-104416863,MSC,Rotterdam,Houston,rail,Delayed,Pharmaceuticals,GBP,2023-10-13,2023-10-21,197.5,7088.2,1120.9,1.74,351527.51,19206.46,10,5,7.9,0.2743,0.2152,0.3844,,3,True
SHP-102326714,FedEx,Guangzhou,Bremen,sea,In_Transit,Electronics,USD,2022-08-15,2022-09-06,534.5,1830.6,1511.3,1.93,631.71,18.72,14,4,0.0,0.3135,0.4711,0.5038,,4,True
SHP-103040245,DB_Schenker,Rotterdam,Dubai,rail,On_Schedule,Automotive,EUR,2024-04-21,2024-04-29,198.7,7594.4,6937.6,34.0,293044.11,18450.98,18,4,0.0,0.191,0.1124,0.4196,,3,True
SHP-104721654,Kuehne_Nagel,Melbourne,Hamburg,sea,In_Transit,Electronics,CNY,2024-12-02,2024-12-06,100.6,5639.4,2888.0,4.24,4167462.42,197699.53,13,3,0.0,0.2645,0.1889,0.2873,,1,False
SHP-102100947,Kuehne_Nagel,Chennai,Los_Angeles,sea,Customs_Hold,Raw_Materials,USD,2022-03-12,2022-04-08,660.8,2187.6,709.0,1.04,114011.43,7541.74,10,5,0.0,0.286,0.0138,0.5048,,3,True
SHP-104790970,MSC,Mumbai,Felixstowe,sea,Delayed,Perishables,AED,2024-01-27,2024-02-22,640.5,19044.9,21909.6,29.45,55509.48,727.97,9,2,5.1,0.114,0.5122,0.0361,,4,True
SHP-100926306,Evergreen,Singapore,Bremen,road,In_Transit,Chemicals,GBP,2023-03-25,2023-04-03,230.9,2950.6,2463.0,12.18,199162.91,5506.19,24,3,0.0,0.3492,0.0962,0.474,13.6,4,False
SHP-101010409,UPS,Antwerp,Singapore,sea,Delayed,Consumer_Goods,AED,2022-04-23,2022-05-10,409.9,7634.2,582.9,0.86,22360.25,665.65,12,5,23.6,0.1811,0.4041,0.3137,,4,True
SHP-100975988,DHL,Rotterdam,Los_Angeles,sea,In_Transit,Electronics,SGD,2022-05-21,2022-05-29,213.9,7295.5,3701.7,16.81,214267.86,7880.69,1,5,0.0,0.2212,0.0828,0.4628,6.3,2,False
SHP-103981106,ONE,Felixstowe,Barcelona,sea,Delayed,Food_Beverage,EUR,2024-08-02,2024-08-12,242.4,1300.8,73.3,0.14,168537.55,2014.28,17,4,7.9,0.4637,0.128,0.3941,,1,False
SHP-103086523,COSCO,Singapore,Valencia,sea,In_Transit,Electronics,AED,2022-04-17,2022-05-13,634.5,4033.3,34960.3,51.28,49780.39,2663.29,10,5,0.0,0.4278,0.1028,0.3385,7.7,4,True
SHP-101528547,Maersk,Chennai,Baltimore,rail,On_Schedule,Raw_Materials,EUR,2023-02-23,2023-02-25,57.8,250.4,113203.6,469.3,223841.94,10397.34,9,0,0.0,0.1979,0.1452,0.2894,-10.2,1,True
SHP-102968148,FedEx,Tokyo,Savannah,air,In_Transit,Food_Beverage,USD,2024-11-25,2024-11-27,69.2,5635.0,8406.1,34.53,202603.45,11020.82,11,1,0.0,0.5479,0.0333,0.4241,,2,True
SHP-104413849,ZIM,Sydney,Miami,sea,In_Transit,Consumer_Goods,SGD,2023-10-05,2023-11-03,703.3,9046.6,2131.7,6.56,184717.87,1525.08,4,2,0.0,0.3937,0.1396,0.6025,,1,False
SHP-102094063,FedEx,Tokyo,Hamburg,sea,Delayed,Perishables,SGD,2022-05-11,2022-06-05,622.0,13146.1,24462.8,61.74,1040281.67,44430.17,16,5,9.1,0.2942,0.0098,0.3051,,3,True
SHP-100674804,COSCO,Sydney,Singapore,rail,In_Transit,Perishables,EUR,2024-10-31,2024-11-08,211.8,2981.9,17112.8,37.4,217397.38,9569.77,4,2,0.0,0.1438,0.3381,0.6275,,1,True
SHP-100059629,ONE,Dubai,Baltimore,road,In_Transit,Food_Beverage,EUR,2022-11-13,2022-11-19,144.3,1295.3,361.0,1.11,1019261.15,72101.98,9,0,0.0,0.1419,0.1682,0.3829,,4,False
SHP-102311079,UPS,Chennai,Le_Havre,sea,In_Transit,Machinery,GBP,2022-09-06,2022-09-20,340.0,19506.5,4080.5,7.01,6050.68,336.86,12,4,0.0,0.2451,0.3468,0.1401,21.2,4,True
SHP-104083702,Kuehne_Nagel,Melbourne,Rotterdam,air,Delayed,Pharmaceuticals,CNY,2022-03-15,2022-03-16,44.7,5508.7,6014.0,7.53,272975.09,14430.22,11,3,6.3,0.2516,0.2304,0.3963,-13.7,3,True
SHP-102111243,FedEx,Ningbo,Felixstowe,sea,In_Transit,Pharmaceuticals,AED,2022-08-12,2022-09-05,592.0,1993.6,7771.2,31.35,1353039.02,76971.68,7,4,0.0,0.334,0.1061,0.5976,,2,False
SHP-104889334,FedEx,Jebel_Ali,Piraeus,sea,Delayed,Electronics,GBP,2024-06-19,2024-07-03,336.5,5341.4,179.6,0.24,67333.66,5003.44,23,2,11.8,0.3298,0.0534,0.3946,,1,True
SHP-102865491,ZIM,Colombo,Valencia,air,On_Schedule,Electronics,AED,2024-01-26,2024-01-27,35.7,2514.1,598.4,0.84,81477.47,3267.89,8,0,0.0,0.2559,0.0905,0.2908,-3.0,1,False
SHP-102801304,COSCO,Hamburg,Barcelona,sea,Delayed,Food_Beverage,GBP,2023-05-02,2023-05-14,304.2,18037.6,6733.8,11.74,699723.92,25788.22,16,0,29.5,0.2428,0.1704,0.5217,,3,False
SHP-104891737,DHL,Colombo,Valencia,air,At_Port,Electronics,CNY,2022-02-19,2022-02-20,34.3,10996.4,87229.6,128.19,1253.07,16.65,6,5,0.0,0.0356,0.1877,0.2368,,3,True
SHP-103003590,DHL,Antwerp,Miami,sea,On_Schedule,Food_Beverage,USD,2024-05-31,2024-06-04,99.4,9788.6,112.6,0.18,124787.39,8006.07,11,3,0.0,0.1655,0.26,0.1289,,2,False
SHP-100155464,Evergreen,Busan,Genoa,sea,At_Port,Consumer_Goods,USD,2024-04-06,2024-04-23,417.8,2020.6,972.7,1.25,57759.14,2037.93,20,4,0.0,0.5385,0.0366,0.0818,,2,False
SHP-102271565,ZIM,Hamburg,Baltimore,road,On_Schedule,Perishables,GBP,2024-07-02,2024-07-10,202.0,4771.1,6501.2,13.52,3010.55,178.76,7,1,0.0,0.0708,0.0907,0.1606,-7.5,2,False
SHP-103375906,HMM,Tanjung_Pelepas,Barcelona,air,On_Schedule,Chemicals,EUR,2023-01-21,2023-01-22,44.2,5906.6,23570.8,29.55,56062.17,1412.89,18,4,0.0,0.5354,0.0427,0.5484,,3,False
SHP-100243935,ZIM,Tanjung_Pelepas,Houston,rail,In_Transit,Consumer_Goods,USD,2023-10-23,2023-10-24,42.5,871.5,54900.8,134.69,56499.61,2432.77,12,3,0.0,0.309,0.2455,0.3073,,2,True
SHP-102406307,DHL,Tokyo,Houston,rail,In_Transit,Raw_Materials,GBP,2022-03-29,2022-04-06,207.3,1122.6,75.2,0.12,2041564.31,120604.49,12,0,0.0,0.2238,0.3276,0.5756,,4,True
SHP-103994940,HMM,Antwerp,Miami,road,Delayed,Food_Beverage,GBP,2023-06-21,2023-06-30,230.6,5495.8,22478.3,43.14,1464.68,71.71,23,3,3.2,0.4595,0.5904,0.4793,,4,False
SHP-100286226,MSC,Melbourne,Le_Havre,sea,In_Transit,Pharmaceuticals,USD,2024-04-06,2024-04-19,315.5,16266.6,24920.6,85.07,1767759.81,121966.89,1,2,0.0,0.0819,0.1993,0.7388,-5.2,4,True
SHP-104285520,DB_Schenker,Sydney,Valencia,sea,Delayed,Raw_Materials,SGD,2024-05-24,2024-05-30,153.9,1623.0,29360.5,37.09,10327.53,741.29,19,0,18.3,0.069,0.2376,0.5972,-4.9,3,True
SHP-101586811,ZIM,Antwerp,New_York,rail,Delayed,Consumer_Goods,CNY,2024-04-29,2024-05-01,52.6,1873.7,2370.0,3.97,16752.17,1039.24,16,2,11.0,0.1445,0.3813,0.5632,,1,True
SHP-100944008,Maersk,Tanjung_Pelepas,Barcelona,air,On_Schedule,Machinery,USD,2024-07-18,2024-07-19,29.9,5213.1,8282.7,31.04,6673.97,279.96,14,1,0.0,0.2783,0.0729,0.1671,2.7,1,True
SHP-101422441,ONE,Jebel_Ali,Bremen,air,On_Schedule,Raw_Materials,AED,2023-02-10,2023-02-11,40.5,7640.8,44988.8,114.67,284845.68,1541.66,10,3,0.0,0.2045,0.06,0.4079,,1,True
SHP-101057160,Kuehne_Nagel,Colombo,Baltimore,road,In_Transit,Raw_Materials,EUR,2024-07-09,2024-07-17,204.2,664.0,46912.9,117.67,429130.55,31797.37,1,3,0.0,0.5288,0.2041,0.4515,,1,True
SHP-104198885,Maersk,Sydney,Baltimore,sea,At_Port,Machinery,EUR,2023-03-30,2023-04-23,598.6,16910.6,415158.9,1276.43,40954.84,2049.87,11,0,0.0,0.4257,0.1896,0.5045,,3,True
SHP-104186407,COSCO,Ningbo,Baltimore,rail,At_Port,Perishables,CNY,2024-10-11,2024-10-15,118.0,5940.3,2378.3,5.19,94434.88,4281.32,4,1,0.0,0.2046,0.1761,0.6658,,2,False
SHP-100258565,HMM,Port_Klang,Le_Havre,air,Customs_Hold,Pharmaceuticals,AED,2022-10-27,2022-10-28,27.8,13734.0,659.5,1.85,131627.62,1082.74,22,2,0.0,0.0922,0.2163,0.4411,,2,True
SHP-102297299,DHL,Jebel_Ali,Antwerp,air,In_Transit,Chemicals,AED,2024-01-30,2024-01-31,29.3,8609.8,1151.9,3.65,1725273.89,52508.13,1,5,0.0,0.06,0.1019,0.6054,,2,True
SHP-102139443,CMA_CGM,Guangzhou,Houston,sea,Delayed,Textiles,EUR,2023-11-08,2023-11-12,113.0,5682.2,110.7,0.19,99277.12,7500.41,16,4,10.8,0.2842,0.2045,0.2029,29.5,2,True
SHP-101882547,ONE,Mundra,Singapore,sea,On_Schedule,Chemicals,GBP,2024-02-08,2024-03-07,683.2,21001.9,417440.3,713.44,1353489.43,40637.82,12,4,0.0,0.3955,0.3162,0.0824,,1,False
